Date,Open,High,Low,Close,Adj Close,Volume
1986-10-29,18.984318,19.140696,18.953041,19.046867,7.454237,1716591
1986-10-30,19.390902,19.390902,19.046867,19.203247,7.515440,2496351
1986-10-31,19.109421,19.297073,18.984318,19.078144,7.466486,2500348
1986-11-03,19.234522,19.390902,19.203247,19.359625,7.576646,2540315
1986-11-04,19.265799,19.672380,19.234522,19.641106,7.686804,3444373
1986-11-05,19.547279,19.797483,19.516003,19.766209,7.735766,3439977
1986-11-06,19.578554,19.703657,19.203247,19.516003,7.637846,3501526
1986-11-07,19.422176,19.578554,19.328348,19.516003,7.637846,1816509
1986-11-10,19.453451,19.641106,19.328348,19.578554,7.662323,2012349
1986-11-11,19.578554,19.766209,19.547279,19.734934,7.723528,2449590
1986-11-12,19.797483,19.860035,19.516003,19.578554,7.662323,2666612
1986-11-13,19.641106,19.641106,19.078144,19.109421,7.478723,2639434
1986-11-14,19.109421,19.484728,18.984318,19.234522,7.527687,2352469
1986-11-17,19.140696,19.328348,19.140696,19.171970,7.503203,2274933
1986-11-18,19.171970,19.297073,18.671560,18.702835,7.319600,3246536
1986-11-19,18.702835,19.078144,18.702835,18.953041,7.417525,3451967
1986-11-20,19.078144,19.484728,18.984318,19.390902,7.588886,3617831
1986-11-21,19.453451,19.891312,19.359625,19.766209,7.735766,6434719
1986-11-24,19.797483,20.266619,19.797483,20.172792,7.894888,6794424
1986-11-25,20.485548,20.954683,20.391722,20.954683,8.200892,8113342
1986-11-26,20.923407,20.985958,20.735752,20.892132,8.176409,3068682
1986-11-28,20.860855,20.954683,20.673203,20.767029,8.127448,1356087
1986-12-01,20.516825,20.923407,20.391722,20.892132,8.176409,5195736
1986-12-02,21.236164,21.392542,20.892132,21.236164,8.374237,8233243
1986-12-03,21.486368,22.205709,21.455093,22.143156,8.731896,10431439
1986-12-04,22.080606,22.080606,21.830400,21.924229,8.645563,5795244
1986-12-05,21.892952,22.018055,21.517645,21.642748,8.534567,4636195
1986-12-08,21.642748,22.080606,21.517645,21.955503,8.657892,3570270
1986-12-09,21.924229,21.955503,21.611471,21.642748,8.534567,2351270
1986-12-10,21.517645,21.830400,21.517645,21.674023,8.546902,3320875
1986-12-11,21.611471,21.642748,21.267439,21.392542,8.435899,2970762
1986-12-12,21.236164,21.361265,21.079784,21.111061,8.324906,2233367
1986-12-15,21.017235,21.455093,20.985958,21.361265,8.423572,3822063
1986-12-16,21.517645,21.924229,21.423819,21.892952,8.633229,5835211
1986-12-17,21.892952,22.018055,21.642748,21.642748,8.534567,4556261
1986-12-18,21.674023,21.767851,21.455093,21.705297,8.559228,3250932
1986-12-19,21.767851,22.080606,21.611471,21.955503,8.657892,8113342
1986-12-22,21.986778,22.049330,21.674023,21.767851,8.583901,3805277
1986-12-23,21.705297,21.924229,21.580196,21.830400,8.608563,4076654
1986-12-24,21.861677,22.143156,21.799126,21.955503,8.657892,2569092
1986-12-26,21.986778,21.986778,21.830400,21.892952,8.633229,653464
1986-12-29,21.799126,21.830400,21.517645,21.705297,8.559228,2358864
1986-12-30,21.611471,21.892952,21.486368,21.767851,8.583901,3076675
1986-12-31,21.674023,21.861677,21.455093,21.517645,8.485234,2404427
1987-01-02,21.611471,22.049330,21.611471,21.861677,8.620901,1734177
1987-01-05,22.049330,22.643568,22.018055,22.549742,8.892223,5595408
1987-01-06,22.581017,22.643568,22.393364,22.393364,8.830559,4356425
1987-01-07,22.393364,22.799946,22.393364,22.768669,8.978561,5075834
1987-01-08,22.862497,22.862497,22.424639,22.518465,8.879894,4756097
1987-01-09,22.487188,22.831223,22.424639,22.549742,8.892223,3850040
1987-01-12,22.424639,22.737394,22.330811,22.612291,8.916896,3938368
1987-01-13,22.549742,22.737394,22.424639,22.643568,8.929227,2897222
1987-01-14,22.612291,22.862497,22.518465,22.768669,8.978561,5355605
1987-01-15,22.925049,23.706940,22.925049,23.206530,9.151226,6914326
1987-01-16,23.456736,23.769491,23.237804,23.519285,9.274563,7993440
1987-01-19,23.519285,23.925869,23.362907,23.738214,9.360889,6434719
1987-01-20,23.925869,24.176073,23.706940,24.176073,9.533553,7713670
1987-01-21,24.050972,24.770311,23.925869,24.301176,9.582883,6354785
1987-01-22,24.207350,25.395824,24.176073,25.395824,10.014549,5195736
1987-01-23,25.395824,26.021338,24.551382,24.613934,9.706223,12469766
1987-01-26,24.488831,24.739037,24.332453,24.739037,9.755552,4796064
1987-01-27,25.114344,25.614754,24.926689,25.239447,9.952883,6154949
1987-01-28,25.395824,25.520927,25.020517,25.395824,10.014549,4796064
1987-01-29,25.614754,25.614754,24.989241,25.020517,9.866549,4556261
1987-01-30,25.083069,25.145618,24.645208,25.083069,9.891212,3194578
1987-02-02,25.114344,25.458376,24.957966,25.364550,10.002217,3147417
1987-02-03,25.395824,25.458376,24.989241,24.989241,9.854221,3531102
1987-02-04,25.051792,25.145618,24.926689,24.989241,9.854221,3071479
1987-02-05,25.301998,25.489653,24.989241,25.333273,9.989882,4196556
1987-02-06,25.145618,25.270721,24.926689,24.957966,9.841883,3380825
1987-02-09,24.895414,25.083069,24.801586,25.051792,9.878884,2866048
1987-02-10,25.020517,25.020517,24.332453,24.582659,9.693889,4036687
1987-02-11,24.645208,24.926689,24.613934,24.864140,9.804885,3996720
1987-02-12,24.864140,25.051792,24.144798,24.551382,9.681555,4836031
1987-02-13,24.582659,25.896235,24.332453,25.896235,10.211882,6874358
1987-02-17,25.646030,26.083889,25.145618,25.833685,10.187216,6994260
1987-02-18,25.927511,25.958786,25.083069,25.614754,10.100881,7034227
1987-02-19,25.458376,25.489653,25.083069,25.145618,9.915882,6754457
1987-02-20,25.114344,25.301998,25.114344,25.270721,9.965211,4836031
1987-02-23,25.176895,25.427099,24.957966,25.114344,9.903556,5035867
1987-02-24,25.239447,25.520927,25.114344,25.520927,10.063877,3299692
1987-02-25,25.489653,25.958786,25.239447,25.708582,10.137887,5075834
1987-02-26,25.677305,25.896235,25.270721,25.583479,10.088549,3465556
1987-02-27,25.646030,25.927511,25.646030,25.864960,10.199545,3048298
1987-03-02,25.927511,26.115164,25.739857,25.958786,10.299310,4036687
1987-03-03,25.990063,25.990063,25.802408,25.927511,10.286908,3268118
1987-03-04,26.021338,26.521748,25.864960,26.459196,10.497854,4236523
1987-03-05,26.678125,27.053434,26.615576,27.053434,10.733624,5955113
1987-03-06,27.022158,27.053434,26.740677,26.928331,10.683983,3974738
1987-03-09,26.553022,26.928331,26.459196,26.928331,10.683983,3449169
1987-03-10,26.740677,26.928331,26.615576,26.803228,10.634356,2633838
1987-03-11,27.022158,27.022158,26.615576,26.771954,10.621943,4356425
1987-03-12,26.740677,26.771954,26.553022,26.646851,10.572305,2116263
1987-03-13,26.584299,26.646851,26.208990,26.302818,10.435813,3919184
1987-03-16,26.271544,26.302818,26.021338,26.146441,10.373759,2402428
1987-03-17,26.115164,26.646851,25.990063,26.646851,10.572305,2746146
1987-03-18,26.740677,26.771954,26.021338,26.365370,10.460631,3489137
1987-03-19,26.365370,26.521748,26.240267,26.334093,10.448215,2586677
1987-03-20,26.427921,27.022158,26.396645,26.834503,10.646762,5395572
1987-03-23,27.053434,27.772774,27.022158,27.585119,10.944573,5435539
1987-03-24,27.553844,27.772774,27.397467,27.772774,11.019021,3661795
1987-03-25,27.741499,27.741499,27.428741,27.553844,10.932162,3476347
1987-03-26,27.616396,27.929152,27.553844,27.616396,10.956980,2829278
1987-03-27,27.647671,27.678947,26.928331,27.022158,10.721206,3129032
1987-03-30,25.646030,26.553022,25.520927,26.396645,10.473038,7042221
1987-03-31,26.584299,26.584299,26.177715,26.240267,10.410991,3951557
1987-04-01,25.927511,26.396645,25.927511,26.271544,10.423407,4955933
1987-04-02,26.490473,26.678125,26.177715,26.490473,10.510263,3005933
1987-04-03,26.427921,27.647671,26.271544,27.460016,10.894932,3587056
1987-04-06,27.741499,27.960428,27.522570,27.960428,11.093472,3700563
1987-04-07,27.897877,28.241907,27.022158,27.053434,10.733624,5075834
1987-04-08,27.178535,27.585119,27.022158,27.272364,10.820487,5235703
1987-04-09,27.272364,27.303638,26.521748,26.771954,10.621943,4756097
1987-04-10,26.646851,27.115986,26.615576,26.771954,10.621943,4476326
1987-04-13,26.740677,26.928331,25.458376,25.552202,10.137996,4516294
1987-04-14,25.520927,25.708582,24.832863,25.145618,9.976682,9951833
1987-04-15,26.208990,26.427921,25.677305,26.396645,10.473038,5915146
